2
7
5
7
-1
2
5
2
5
2
2
3
5
2
3
5
3
2
3
3
-1
-1
3
5
-1
-1
7
3
5
3
5
2
5
5
-1
3
-1
-1
7
5
5
-1
3
2
3
3
5
7
5
-1
2
-1
-1
3
3
5
5
2
5
-1
-1
3
5
7
3
