28
25
5
25
25
28
5
28
5
28
28
11
5
28
11
5
11
28
11
11
25
25
11
5
25
25
25
11
5
11
5
28
5
5
25
11
25
25
25
5
5
25
11
28
11
11
5
25
5
25
28
25
25
11
11
5
5
28
5
25
25
11
5
25
11
