24
22
5
-1
18
24
5
10
5
24
10
-1
-1
24
3
5
3
9
3
-1
18
-1
3
5
18
-1
-1
3
5
3
5
10
5
5
18
3
-1
18
22
-1
5
-1
3
10
-1
3
-1
22
5
-1
24
18
22
-1
-1
5
5
-1
5
-1
18
3
-1
22
3
